Accession,Virus Name,Publication Date,Host,Taxonomy ID,Zoonotic Potential
MZ868633,Eastern equine encephalitis virus isolate 61 nonstructural protein 4,08-Aug-2022,Myotis sp.,11021,TRUE
OR787486,Chikungunya virus isolate 49Dp.CIRUADY non-structural protein 4,18-Nov-2023,Artibeus phaeotis,37124,TRUE
OR787487,Chikungunya virus isolate 53Sp.CIRUADY non-structural protein 4,18-Nov-2023,Sturnira parvidens,37124,TRUE
OR787488,Chikungunya virus isolate 55Aj.CIRUADY non-structural protein 4,18-Nov-2023,Artibeus jamaicensis,37124,TRUE
OR787489,Chikungunya virus isolate 57Gm.CIRUADY non-structural protein 4,18-Nov-2023,Glossophaga mutica,37124,TRUE
OR787490,Chikungunya virus isolate 62Dp.CIRUADY non-structural protein 4,18-Nov-2023,Artibeus phaeotis,37124,TRUE
OR787491,Chikungunya virus isolate 63Pm.CIRUADY non-structural protein 4,18-Nov-2023,Peropteryx macrotis,37124,TRUE
OR787492,Chikungunya virus isolate 66Aj.CIRUADY non-structural protein 4,18-Nov-2023,Artibeus jamaicensis,37124,TRUE
OR787493,Chikungunya virus isolate 68Aj.CIRUADY non-structural protein 4,18-Nov-2023,Artibeus jamaicensis,37124,TRUE
OR787494,Chikungunya virus isolate 70Aj.CIRUADY non-structural protein 4,18-Nov-2023,Artibeus jamaicensis,37124,TRUE
OR787495,Chikungunya virus isolate 72Gm.CIRUADY non-structural protein 4,18-Nov-2023,Glossophaga mutica,37124,TRUE
OR787496,Chikungunya virus isolate 73Dp.CIRUADY non-structural protein 4,18-Nov-2023,Artibeus phaeotis,37124,TRUE
OR787497,Chikungunya virus isolate 78Sp.CIRUADY non-structural protein 4,18-Nov-2023,Sturnira parvidens,37124,TRUE
OR787498,Chikungunya virus isolate 81Sp.CIRUADY non-structural protein 4,18-Nov-2023,Sturnira parvidens,37124,TRUE
OR787499,Chikungunya virus isolate 82Dp.CIRUADY non-structural protein 4,18-Nov-2023,Artibeus phaeotis,37124,TRUE
OR787500,Chikungunya virus isolate 85Sp.CIRUADY non-structural protein 4,18-Nov-2023,Sturnira parvidens,37124,TRUE
OR787501,Chikungunya virus isolate 88Gm.CIRUADY non-structural protein 4,18-Nov-2023,Glossophaga mutica,37124,TRUE
OR787502,Chikungunya virus isolate 94Gm.CIRUADY non-structural protein 4,18-Nov-2023,Glossophaga mutica,37124,TRUE
OR787503,Chikungunya virus isolate 97Gm.CIRUADY non-structural protein 4,18-Nov-2023,Glossophaga mutica,37124,TRUE
OR787504,Chikungunya virus isolate 101Gm.CIRUADY non-structural protein 4,18-Nov-2023,Glossophaga mutica,37124,TRUE
OR787505,Chikungunya virus isolate 130Aj.CIRUADY non-structural protein 4,18-Nov-2023,Artibeus jamaicensis,37124,TRUE
OR787506,Chikungunya virus isolate 131Pm.CIRUADY non-structural protein 4,18-Nov-2023,Peropteryx macrotis,37124,TRUE
OR787507,Chikungunya virus isolate 138Mn.CIRUADY non-structural protein 4,18-Nov-2023,Molossus nigricans,37124,TRUE
OP585396,Lyssavirus rabies isolate KZ,24-Dec-2022,Eptesicus serotinus,11292,TRUE
ON630686,"Rabies virus isolate 375@2001, partial genome.",14-Feb-2023,bat,11292,TRUE
MT374180,"European bat 1 lyssavirus strain Vor-1, complete genome.",01-May-2023,Eptesicus serotinus female,57482,TRUE
OQ410145,"Lyssavirus rabies isolate A21-1091, complete genome.",08-May-2023,Eptesicus fuscus,11292,TRUE
OQ410146,"Lyssavirus rabies isolate A21-1097, complete genome.",08-May-2023,Lasionycteris noctivagans,11292,TRUE
OQ410147,"Lyssavirus rabies isolate A21-1095, complete genome.",08-May-2023,Lasionycteris noctivagans,11292,TRUE
OQ410149,"Lyssavirus rabies isolate A21-1094, complete genome.",08-May-2023,Lasionycteris noctivagans,11292,TRUE
OQ410150,"Lyssavirus rabies isolate A21-1096, complete genome.",08-May-2023,Lasionycteris noctivagans,11292,TRUE
OQ410151,"Lyssavirus rabies isolate A21-1093, complete genome.",08-May-2023,Lasionycteris noctivagans,11292,TRUE
OQ410152,"Lyssavirus rabies isolate A19-3014, complete genome.",08-May-2023,Lasionycteris noctivagans,11292,TRUE
OQ410153,"Lyssavirus rabies isolate A18-3836, complete genome.",08-May-2023,Lasionycteris noctivagans,11292,TRUE
OQ410154,"Lyssavirus rabies isolate A18-3837, complete genome.",08-May-2023,Lasionycteris noctivagans,11292,TRUE
OP876786,Lyssavirus rabies isolate Bat1-Egypt-2021 glycoprotein,16-May-2023,bat,11292,TRUE
OP876787,Lyssavirus rabies isolate Bat2-Egypt-2021 glycoprotein,16-May-2023,bat,11292,TRUE
OP876788,Lyssavirus rabies isolate Bat3-Egypt-2021 glycoprotein,16-May-2023,bat,11292,TRUE
OQ543179,"Lyssavirus rabies isolate LACEN-UNIFESP S-117 polymerase gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ543180,"Lyssavirus rabies isolate LACEN-UNIFESP S-122 polymerase gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ543181,"Lyssavirus rabies isolate LACEN-UNIFESP S-123 polymerase gene, partial cds.",28-Aug-2023,Artibeus fimbriatus,11292,TRUE
OQ543182,"Lyssavirus rabies isolate LACEN-UNIFESP S-132 polymerase gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ543183,"Lyssavirus rabies isolate LACEN-UNIFESP S-163 polymerase gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ543184,"Lyssavirus rabies isolate LACEN-UNIFESP S-172 polymerase gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ543185,"Lyssavirus rabies isolate LACEN-UNIFESP S-203 polymerase gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ543186,"Lyssavirus rabies isolate LACEN-UNIFESP S-249 polymerase gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ543187,"Lyssavirus rabies isolate LACEN-UNIFESP S-34 polymerase gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ543188,"Lyssavirus rabies isolate LACEN-UNIFESP S-46 polymerase gene, partial cds.",28-Aug-2023,Carollia perspicillata,11292,TRUE
OQ543189,"Lyssavirus rabies isolate LACEN-UNIFESP S-93 polymerase gene, partial cds.",28-Aug-2023,Artibeus lituratus,11292,TRUE
OQ543190,"Lyssavirus rabies isolate LACEN-UNIFESP S-99 polymerase gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ969884,"Lyssavirus rabies isolate LACEN-UNIFESP S-117 nucleoprotein gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ969885,"Lyssavirus rabies isolate LACEN-UNIFESP S-122 nucleoprotein gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ969886,"Lyssavirus rabies isolate LACEN-UNIFESP S-123 nucleoprotein gene, partial cds.",28-Aug-2023,Artibeus fimbriatus,11292,TRUE
OQ969887,"Lyssavirus rabies isolate LACEN-UNIFESP S-132 nucleoprotein gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ969888,"Lyssavirus rabies isolate LACEN-UNIFESP S-163 nucleoprotein gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ969889,"Lyssavirus rabies isolate LACEN-UNIFESP S-172 nucleoprotein gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ969890,"Lyssavirus rabies isolate LACEN-UNIFESP S-203 nucleoprotein gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ969891,"Lyssavirus rabies isolate LACEN-UNIFESP S-249 nucleoprotein gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ969892,"Lyssavirus rabies isolate LACEN-UNIFESP S-34 nucleoprotein gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
OQ969893,"Lyssavirus rabies isolate LACEN-UNIFESP S-46 nucleoprotein gene, partial cds.",28-Aug-2023,Carollia perspicillata,11292,TRUE
OQ969894,"Lyssavirus rabies isolate LACEN-UNIFESP S-93 nucleoprotein gene, partial cds.",28-Aug-2023,Artibeus lituratus,11292,TRUE
OQ969895,"Lyssavirus rabies isolate LACEN-UNIFESP S-99 nucleoprotein gene, partial cds.",28-Aug-2023,Molossus molossus,11292,TRUE
PP869293,"Lyssavirus duvenhage isolate DUVV_cp2_L3/19, complete genome.",28-Jan-2025,Chiroptera,38767,TRUE
PP942897,"European bat lyssavirus 1 isolate Bat23-360, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942898,"European bat lyssavirus 1 isolate Bat23-736, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942899,"European bat lyssavirus 1 isolate Bat23-870, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942900,"European bat lyssavirus 1 isolate Bat23-919, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942901,"European bat lyssavirus 1 isolate Bat23-958, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942902,"European bat lyssavirus 1 isolate Bat23-997, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942903,"European bat lyssavirus 1 isolate Bat23-1067, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942904,"European bat lyssavirus 1 isolate Bat23-1086, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942905,"European bat lyssavirus 1 isolate Bat23-1131, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942906,"European bat lyssavirus 1 isolate Bat23-1134, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942907,"European bat lyssavirus 1 isolate Bat23-1138, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942908,"European bat lyssavirus 1 isolate Susp22-01, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942909,"European bat lyssavirus 1 isolate Susp22-03, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942910,"European bat lyssavirus 1 isolate Susp22-05, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942911,"European bat lyssavirus 1 isolate Bat22-247, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942912,"European bat lyssavirus 1 isolate Bat22-859, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942913,"European bat lyssavirus 1 isolate Bat22-880, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942914,"European bat lyssavirus 1 isolate Bat22-881, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942915,"European bat lyssavirus 1 isolate Bat22-1024, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942916,"European bat lyssavirus 1 isolate Bat22-1095, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942917,"European bat lyssavirus 1 isolate Bat23-19, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942918,"European bat lyssavirus 1 isolate Bat23-41, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942919,"European bat lyssavirus 1 isolate Bat23-279, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942920,"European bat lyssavirus 1 isolate Bat23-346, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942921,"European bat lyssavirus 1 isolate Anses_BM0192, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942922,"European bat lyssavirus 1 isolate ANSES_BM0203, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942923,"European bat lyssavirus 1 isolate ANSES_BM0211, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
PP942924,"European bat lyssavirus 1 isolate ANSES_135181, complete genome.",04-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888933,"European bat lyssavirus 1 isolate Bat18-762, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888934,"European bat lyssavirus 1 isolate Bat18-791, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888935,"European bat lyssavirus 1 isolate Bat19-177, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888936,"European bat lyssavirus 1 isolate Bat19-854, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888937,"European bat lyssavirus 1 isolate Bat19-949, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888938,"European bat lyssavirus 1 isolate Bat20-621, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888939,"European bat lyssavirus 1 isolate Bat20-807, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888940,"European bat lyssavirus 1 isolate Bat21-993, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888941,"European bat lyssavirus 1 isolate Bat21-1034, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888942,"European bat lyssavirus 1 isolate Anses1, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888943,"European bat lyssavirus 1 isolate Anses2, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888944,"European bat lyssavirus 1 isolate Anses3, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888945,"European bat lyssavirus 1 isolate Anses4, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888946,"UNVERIFIED: European bat lyssavirus 1 isolate Anses5, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888947,"European bat lyssavirus 1 isolate Anses6, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888948,"European bat lyssavirus 1 isolate Anses7, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888949,"European bat lyssavirus 1 isolate Anses9, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888950,"European bat lyssavirus 1 isolate Anses10, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888951,"European bat lyssavirus 1 isolate Anses11, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888952,"European bat lyssavirus 1 isolate Anses12, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888953,European bat lyssavirus 1 isolate Anses13 cRNA sequence.,06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888954,"European bat lyssavirus 1 isolate Anses14, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888955,"European bat lyssavirus 1 isolate Anses15, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888956,"European bat lyssavirus 1 isolate Anses16, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888957,"European bat lyssavirus 1 isolate Anses17, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888958,"European bat lyssavirus 1 isolate Anses18, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
OR888959,"European bat lyssavirus 1 isolate Anses19, complete genome.",06-Aug-2024,Eptesicus serotinus,57482,TRUE
PP386030,"Lyssavirus rabies isolate A22-2313, complete genome.",05-Mar-2024,Eptesicus fuscus,11292,TRUE
PP386031,"Lyssavirus rabies isolate A22-2319, complete genome.",05-Mar-2024,Eptesicus fuscus,11292,TRUE
PP386032,"Lyssavirus rabies isolate A21-1731g glycoprotein gene, complete cds.",05-Mar-2024,Myotis,11292,TRUE
PP386037,"Lyssavirus rabies isolate A21-1736g glycoprotein gene, complete cds.",05-Mar-2024,Myotis,11292,TRUE
PP386038,"Lyssavirus rabies isolate A22-0510g glycoprotein gene, complete cds.",05-Mar-2024,Myotis velifer,11292,TRUE
PP386039,"Lyssavirus rabies isolate A21-1735g glycoprotein gene, complete cds.",05-Mar-2024,Myotis,11292,TRUE
PP386041,"Lyssavirus rabies isolate A23-0312g glycoprotein gene, complete cds.",05-Mar-2024,Myotis volans,11292,TRUE
PP386045,"Lyssavirus rabies isolate A21-1731n nucleoprotein gene, complete cds.",05-Mar-2024,Myotis,11292,TRUE
PP386051,"Lyssavirus rabies isolate A23-0312n nucleoprotein gene, complete cds.",05-Mar-2024,Myotis volans,11292,TRUE
PP386053,"Lyssavirus rabies isolate A21-1735n nucleoprotein gene, complete cds.",05-Mar-2024,Myotis,11292,TRUE
PP386054,"Lyssavirus rabies isolate A22-0510n nucleoprotein gene, complete cds.",05-Mar-2024,Myotis velifer,11292,TRUE
PP386055,"Lyssavirus rabies isolate A21-1736n nucleoprotein gene, complete cds.",05-Mar-2024,Myotis,11292,TRUE
PP681417,Lyssavirus rabies isolate 6844-16 nucleoprotein,23-Apr-2024,Eptesicus fuscus,11292,TRUE
PP681418,Lyssavirus rabies isolate 8223-17 nucleoprotein,23-Apr-2024,Eptesicus fuscus,11292,TRUE
PP681419,Lyssavirus rabies isolate 7214-17 nucleoprotein,23-Apr-2024,Eptesicus fuscus,11292,TRUE
PP681420,Lyssavirus rabies isolate 6419-16 nucleoprotein,23-Apr-2024,Eptesicus fuscus,11292,TRUE
PP681421,Lyssavirus rabies isolate 7214-17 glycoprotein,23-Apr-2024,Eptesicus fuscus,11292,TRUE
PP681422,Lyssavirus rabies isolate 6419-16 glycoprotein,23-Apr-2024,Eptesicus fuscus,11292,TRUE
PP681423,Lyssavirus rabies isolate 6084-16 glycoprotein,23-Apr-2024,Eptesicus fuscus,11292,TRUE
PP681424,Lyssavirus rabies isolate 8223-17 glycoprotein,23-Apr-2024,Eptesicus fuscus,11292,TRUE
PP681425,Lyssavirus rabies isolate 6844-16 glycoprotein,23-Apr-2024,Eptesicus fuscus,11292,TRUE
PP447337,"Lyssavirus rabies isolate NYS4644-21, complete genome.",14-Mar-2024,Eptesicus fuscus,11292,TRUE
PP447340,"Lyssavirus rabies isolate NYS5250-21, complete genome.",14-Mar-2024,Eptesicus fuscus,11292,TRUE
MW436648,"Smacoviridae sp. strain ViroVet7, complete genome.",01-Oct-2021,Diaemus youngi,2715094,TRUE
MW436649,Smacoviridae sp. strain ViroVet126 replicase-associated protein,01-Oct-2021,Diaemus youngi,2715094,TRUE
MG820274,"Venezuelan equine encephalitis virus isolate CIIBT-17-2 RNA-dependent RNA polymerase gene, partial cds.",28-Aug-2018,Artibeus planirostris,11036,TRUE
MG820275,"Venezuelan equine encephalitis virus isolate CIIBT-178-2 RNA-dependent RNA polymerase gene, partial cds.",28-Aug-2018,Sturnira lilium,11036,TRUE
MW809725,"Tonate virus isolate FG2011, complete genome.",30-Mar-2021,Trachops cirrhosus,60877,TRUE
OM799577,Chikungunya virus isolate CHIKV-China/B2016NS1-1 nonstructural protein 1,21-May-2022,bat,37124,TRUE
OM799578,Chikungunya virus isolate CHIKV-China/B2016NS1-2 nonstructural protein 1,21-May-2022,bat,37124,TRUE
OM799585,Chikungunya virus isolate CHIKV-China/B2016C-1 capsid protein,21-May-2022,bat,37124,TRUE
OM799586,Chikungunya virus isolate CHIKV-China/B2016C-2 capsid protein,21-May-2022,bat,37124,TRUE
OM799587,Chikungunya virus isolate CHIKV-China/B2016C-3 capsid protein,21-May-2022,bat,37124,TRUE
MZ848197,"Eastern equine encephalitis virus isolate 56 nsP4 protein gene, partial cds.",09-Aug-2022,Myotis sp.,11021,TRUE
MZ868633,Eastern equine encephalitis virus isolate 61 nonstructural protein 4,08-Aug-2022,Myotis sp.,11021,TRUE
OR787486,Chikungunya virus isolate 49Dp.CIRUADY non-structural protein 4,18-Nov-2023,Artibeus phaeotis,37124,TRUE
OR787487,Chikungunya virus isolate 53Sp.CIRUADY non-structural protein 4,18-Nov-2023,Sturnira parvidens,37124,TRUE
OR787488,Chikungunya virus isolate 55Aj.CIRUADY non-structural protein 4,18-Nov-2023,Artibeus jamaicensis,37124,TRUE
OR787489,Chikungunya virus isolate 57Gm.CIRUADY non-structural protein 4,18-Nov-2023,Glossophaga mutica,37124,TRUE
OR787490,Chikungunya virus isolate 62Dp.CIRUADY non-structural protein 4,18-Nov-2023,Artibeus phaeotis,37124,TRUE
OR787491,Chikungunya virus isolate 63Pm.CIRUADY non-structural protein 4,18-Nov-2023,Peropteryx macrotis,37124,TRUE
OR787492,Chikungunya virus isolate 66Aj.CIRUADY non-structural protein 4,18-Nov-2023,Artibeus jamaicensis,37124,TRUE
OR787493,Chikungunya virus isolate 68Aj.CIRUADY non-structural protein 4,18-Nov-2023,Artibeus jamaicensis,37124,TRUE
OR787494,Chikungunya virus isolate 70Aj.CIRUADY non-structural protein 4,18-Nov-2023,Artibeus jamaicensis,37124,TRUE
OR787495,Chikungunya virus isolate 72Gm.CIRUADY non-structural protein 4,18-Nov-2023,Glossophaga mutica,37124,TRUE
OR787496,Chikungunya virus isolate 73Dp.CIRUADY non-structural protein 4,18-Nov-2023,Artibeus phaeotis,37124,TRUE
OR787497,Chikungunya virus isolate 78Sp.CIRUADY non-structural protein 4,18-Nov-2023,Sturnira parvidens,37124,TRUE
OR787498,Chikungunya virus isolate 81Sp.CIRUADY non-structural protein 4,18-Nov-2023,Sturnira parvidens,37124,TRUE
OR787499,Chikungunya virus isolate 82Dp.CIRUADY non-structural protein 4,18-Nov-2023,Artibeus phaeotis,37124,TRUE
OR787500,Chikungunya virus isolate 85Sp.CIRUADY non-structural protein 4,18-Nov-2023,Sturnira parvidens,37124,TRUE
OR787501,Chikungunya virus isolate 88Gm.CIRUADY non-structural protein 4,18-Nov-2023,Glossophaga mutica,37124,TRUE
OR787502,Chikungunya virus isolate 94Gm.CIRUADY non-structural protein 4,18-Nov-2023,Glossophaga mutica,37124,TRUE
OR787503,Chikungunya virus isolate 97Gm.CIRUADY non-structural protein 4,18-Nov-2023,Glossophaga mutica,37124,TRUE
OR787504,Chikungunya virus isolate 101Gm.CIRUADY non-structural protein 4,18-Nov-2023,Glossophaga mutica,37124,TRUE
OR787505,Chikungunya virus isolate 130Aj.CIRUADY non-structural protein 4,18-Nov-2023,Artibeus jamaicensis,37124,TRUE
OR787506,Chikungunya virus isolate 131Pm.CIRUADY non-structural protein 4,18-Nov-2023,Peropteryx macrotis,37124,TRUE
OR787507,Chikungunya virus isolate 138Mn.CIRUADY non-structural protein 4,18-Nov-2023,Molossus nigricans,37124,TRUE
OM203006,Rabies lyssavirus isolate A16-0761 nucleoprotein,18-Jun-2022,Myotis sp.,11292,TRUE
OM203007,Rabies lyssavirus isolate A16-0762 nucleoprotein,18-Jun-2022,Myotis sp.,11292,TRUE
OM203008,Rabies lyssavirus isolate A16-0763 nucleoprotein,18-Jun-2022,Tadarida brasiliensis,11292,TRUE
